Datetime,Open,High,Low,Close,Adj Close,Volume
2022-07-25 09:30:00-04:00,816.6500244140625,816.7999877929688,811.2620239257812,813.510009765625,813.510009765625,1109730
2022-07-25 09:31:00-04:00,813.8499755859375,816.7999877929688,812.8499755859375,814.75,814.75,217451
2022-07-25 09:32:00-04:00,815.125,822.4400024414062,814.2955932617188,820.6599731445312,820.6599731445312,268608
2022-07-25 09:33:00-04:00,820.594970703125,820.8900146484375,816.0001220703125,817.5050048828125,817.5050048828125,205037
2022-07-25 09:34:00-04:00,817.6099853515625,819.989990234375,813.306396484375,814.4099731445312,814.4099731445312,179416
2022-07-25 09:35:00-04:00,809.25,809.8900146484375,808.5999755859375,809.8900146484375,809.8900146484375,305963
2022-07-25 09:36:00-04:00,809.0,812.4400024414062,808.7000122070312,812.4400024414062,812.4400024414062,197881
2022-07-25 09:37:00-04:00,810.0,810.8400268554688,808.6475219726562,809.969970703125,809.969970703125,140266
2022-07-25 09:38:00-04:00,808.0,810.4099731445312,805.25,806.239990234375,806.239990234375,274277
2022-07-25 09:39:00-04:00,808.0,808.0,807.3400268554688,807.3400268554688,807.3400268554688,155457
2022-07-25 09:40:00-04:00,808.0,810.6998901367188,808.0,809.973876953125,809.973876953125,170868
2022-07-25 09:41:00-04:00,810.0,811.0,809.3099975585938,810.5,810.5,128513
2022-07-25 09:42:00-04:00,812.0,814.989990234375,811.260009765625,814.5344848632812,814.5344848632812,163063
2022-07-25 09:43:00-04:00,813.75,814.3298950195312,812.7999877929688,813.3875732421875,813.3875732421875,149710
2022-07-25 09:44:00-04:00,813.75,815.72998046875,813.5700073242188,814.5800170898438,814.5800170898438,146417
2022-07-25 09:45:00-04:00,812.0,812.1900024414062,811.8154907226562,811.8154907226562,811.8154907226562,140247
2022-07-25 09:46:00-04:00,812.0,815.22998046875,811.0,814.7150268554688,814.7150268554688,128817
2022-07-25 09:47:00-04:00,812.75,812.9434814453125,809.9716186523438,809.9716186523438,809.9716186523438,132395
2022-07-25 09:48:00-04:00,809.0,809.0,809.0,809.0,809.0,134909
2022-07-25 09:49:00-04:00,810.0,810.0,808.6099853515625,808.6099853515625,808.6099853515625,105837
2022-07-25 09:50:00-04:00,808.0,811.5,807.5999755859375,810.5700073242188,810.5700073242188,158049
2022-07-25 09:51:00-04:00,809.0,811.4099731445312,808.9400024414062,810.0999755859375,810.0999755859375,98187
2022-07-25 09:52:00-04:00,810.0,810.3800048828125,809.27001953125,809.27001953125,809.27001953125,78209
2022-07-25 09:53:00-04:00,809.0,809.219970703125,808.7999877929688,809.0499877929688,809.0499877929688,73575
2022-07-25 09:54:00-04:00,812.0,812.1400146484375,812.0,812.0,812.0,128576
2022-07-25 09:55:00-04:00,812.0,812.7999877929688,811.5999755859375,812.7999877929688,812.7999877929688,75476
2022-07-25 09:56:00-04:00,816.0,818.0399780273438,815.4301147460938,817.967529296875,817.967529296875,231687
2022-07-25 09:57:00-04:00,817.0,817.1898803710938,815.0800170898438,816.0999755859375,816.0999755859375,125244
2022-07-25 09:58:00-04:00,816.0,816.6900024414062,815.7600708007812,815.8099975585938,815.8099975585938,126324
2022-07-25 09:59:00-04:00,814.0999755859375,816.4299926757812,813.3253784179688,814.14501953125,814.14501953125,102945
2022-07-25 10:00:00-04:00,814.2999877929688,815.3198852539062,813.0,814.9013061523438,814.9013061523438,85053
2022-07-25 10:01:00-04:00,814.8200073242188,815.22998046875,812.5501098632812,815.0349731445312,815.0349731445312,74236
2022-07-25 10:02:00-04:00,815.0203247070312,815.4500122070312,814.0,815.1900024414062,815.1900024414062,73815
2022-07-25 10:03:00-04:00,815.280029296875,815.6099243164062,812.5,812.9400024414062,812.9400024414062,77049
2022-07-25 10:04:00-04:00,813.1799926757812,814.8098754882812,812.5,812.8399047851562,812.8399047851562,59906
2022-07-25 10:05:00-04:00,813.010009765625,813.4699096679688,811.0,811.5004272460938,811.5004272460938,73442
2022-07-25 10:06:00-04:00,811.280029296875,811.4998779296875,808.849609375,809.9899291992188,809.9899291992188,108605
2022-07-25 10:07:00-04:00,809.5750122070312,811.6898803710938,809.2100219726562,809.8150024414062,809.8150024414062,103341
2022-07-25 10:08:00-04:00,809.8150024414062,811.4099731445312,809.2100830078125,809.3508911132812,809.3508911132812,66089
2022-07-25 10:09:00-04:00,809.418212890625,810.4998779296875,808.77001953125,810.2999267578125,810.2999267578125,59451
